,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,Localidades
273904,3.0,2.0,1.0,182.0,99.0,175000.0,3,21
273910,3.0,2.0,1.0,79.0,74.0,130000.0,3,27
273947,3.0,2.0,1.0,99.0,79.0,198300.0,0,17
273948,3.0,2.0,1.0,95.0,70.0,259000.0,0,24
273950,3.0,2.0,1.0,58.0,48.0,115000.0,0,2
273951,3.0,2.0,1.0,78.0,68.0,210000.0,0,26
273953,3.0,2.0,1.0,122.0,87.0,370000.0,0,26
273954,3.0,2.0,1.0,81.0,70.0,220000.0,0,26
273955,3.0,2.0,1.0,76.0,76.0,210000.0,0,26
273956,3.0,1.0,1.0,107.0,97.0,299000.0,0,26
273957,3.0,2.0,2.0,90.0,80.0,335000.0,0,26
273958,3.0,1.0,1.0,107.0,97.0,299000.0,0,26
273959,3.0,2.0,1.0,73.0,70.0,165000.0,0,26
273964,3.0,2.0,1.0,42.0,42.0,125000.0,0,6
273965,3.0,2.0,1.0,60.0,54.0,149000.0,0,6
273966,3.0,2.0,2.0,68.0,64.0,235000.0,0,6
273967,3.0,2.0,1.0,59.0,52.0,200000.0,0,6
273976,3.0,2.0,1.0,77.0,61.0,139800.0,0,32
273977,3.0,2.0,3.0,100.0,100.0,295000.0,0,35
273978,3.0,2.0,1.0,50.0,50.0,155000.0,0,35
273980,3.0,2.0,1.0,43.0,36.0,63000.0,0,3
273981,3.0,2.0,1.0,65.0,62.0,143000.0,0,3
273983,3.0,2.0,2.0,73.0,61.0,225000.0,0,12
273984,3.0,2.0,1.0,80.0,60.0,220000.0,0,12
273985,3.0,2.0,1.0,72.0,45.0,140000.0,0,21
273989,3.0,2.0,1.0,80.0,75.0,195000.0,0,5
273991,3.0,2.0,2.0,131.0,117.0,160000.0,0,16
274005,4.0,3.0,1.0,139.0,99.0,189000.0,3,51
274006,4.0,3.0,1.0,146.0,96.0,149000.0,3,45
274073,4.0,3.0,2.0,103.0,98.0,280000.0,0,26
274074,4.0,3.0,3.0,100.0,95.0,249000.0,0,6
274078,4.0,3.0,2.0,136.0,120.0,485000.0,0,35
274079,4.0,3.0,2.0,181.0,166.0,370000.0,0,35
274081,4.0,3.0,2.0,89.0,85.0,170000.0,0,3
274082,4.0,3.0,1.0,131.0,110.0,285602.0,0,9
274083,4.0,3.0,2.0,100.0,92.0,325000.0,0,9
274085,4.0,3.0,2.0,78.0,70.0,189000.0,0,5
274089,4.0,3.0,2.0,100.0,94.0,390000.0,0,55
274142,6.0,5.0,2.0,170.0,160.0,160000.0,3,21
274376,1.0,1.0,1.0,33.0,30.0,72500.0,0,26
274379,1.0,1.0,1.0,35.0,32.0,80000.0,0,29
274383,2.0,1.0,1.0,57.0,49.0,130000.0,0,26
274386,2.0,1.0,1.0,57.0,38.0,125000.0,0,6
274388,2.0,1.0,1.0,34.0,31.0,76300.0,0,22
274390,3.0,2.0,2.0,105.0,95.0,175000.0,3,14
274391,3.0,2.0,1.0,85.0,65.0,145000.0,3,55
274395,3.0,2.0,2.0,111.0,75.0,175000.0,0,6
274396,3.0,2.0,1.0,65.0,61.0,155000.0,0,14
274405,4.0,2.0,1.0,125.0,110.0,298000.0,0,26
274407,4.0,3.0,1.0,80.0,80.0,125000.0,0,23
274433,4.0,3.0,2.0,119.0,78.0,155000.0,0,9
274451,2.0,1.0,1.0,40.0,33.0,79500.0,0,26
274453,2.0,1.0,1.0,50.0,45.0,89900.0,0,3
274458,3.0,2.0,1.0,66.0,61.0,156000.0,0,6
274460,3.0,2.0,1.0,58.0,54.0,135000.0,0,9
274706,2.0,1.0,1.0,65.0,55.0,249000.0,0,24
274712,2.0,1.0,1.0,38.0,36.0,70000.0,0,2
274736,2.0,1.0,1.0,54.0,51.0,112000.0,0,5
274754,3.0,2.0,1.0,83.0,83.0,124000.0,3,3
274796,3.0,2.0,1.0,69.0,69.0,134900.0,0,4
274797,3.0,2.0,2.0,113.0,110.0,269000.0,0,6
274798,3.0,2.0,1.0,57.0,57.0,145000.0,0,6
274804,3.0,2.0,1.0,89.0,77.0,179999.0,0,5
274810,3.0,1.0,1.0,68.0,68.0,149000.0,0,55
274831,4.0,3.0,2.0,107.0,107.0,280000.0,0,35
276700,2.0,1.0,1.0,86.0,53.0,168000.0,3,26
276708,2.0,1.0,1.0,42.0,42.0,155000.0,3,14
276719,2.0,1.0,1.0,49.0,33.0,95000.0,3,46
276745,2.0,1.0,1.0,35.0,35.0,70000.0,0,8
276746,3.0,1.0,1.0,138.0,53.0,180000.0,0,8
276747,2.0,1.0,1.0,42.0,39.0,85000.0,0,8
276762,2.0,1.0,1.0,67.0,51.0,129000.0,0,17
276856,1.0,1.0,1.0,34.0,34.0,109900.0,0,24
276858,2.0,1.0,2.0,65.0,55.0,151830.0,0,24
276859,2.0,1.0,1.0,50.0,45.0,280000.0,0,24
276860,1.0,1.0,1.0,36.0,32.0,105000.0,0,24
276862,2.0,1.0,2.0,65.0,55.0,148650.0,0,24
276863,2.0,1.0,1.0,49.0,44.0,215000.0,0,24
276864,1.0,1.0,1.0,45.0,43.0,129000.0,0,24
276865,1.0,1.0,1.0,38.0,33.0,95000.0,0,24
276869,2.0,1.0,1.0,38.0,34.0,79000.0,0,2
276870,2.0,1.0,1.0,42.0,39.0,119000.0,0,2
276871,2.0,1.0,1.0,43.0,36.0,84500.0,0,2
276873,2.0,1.0,1.0,56.0,50.0,114500.0,0,2
276876,2.0,1.0,1.0,95.0,65.0,149000.0,0,13
276878,2.0,1.0,1.0,52.0,48.0,185000.0,0,26
276881,2.0,1.0,2.0,79.0,62.0,175000.0,0,26
276882,2.0,1.0,1.0,36.0,36.0,94500.0,0,26
276884,2.0,1.0,1.0,52.0,48.0,205000.0,0,26
276886,2.0,1.0,1.0,42.0,42.0,120000.0,0,26
276887,1.0,1.0,1.0,45.0,40.0,230000.0,0,26
276888,2.0,1.0,1.0,95.0,60.0,339883.0,0,26
276889,1.0,1.0,1.0,45.0,40.0,230000.0,0,26
276890,2.0,1.0,1.0,49.0,40.0,84000.0,0,26
276891,2.0,1.0,1.0,50.0,45.0,280000.0,0,26
276892,2.0,1.0,1.0,49.0,49.0,140000.0,0,26
276893,1.0,1.0,1.0,22.0,22.0,60000.0,0,26
276894,2.0,1.0,1.0,66.0,60.0,205000.0,0,26
276897,2.0,1.0,1.0,50.0,50.0,250000.0,0,26
276899,2.0,1.0,2.0,60.0,60.0,196442.0,0,26
276900,2.0,1.0,1.0,54.0,51.0,110000.0,0,26
276902,2.0,1.0,1.0,50.0,46.0,133000.0,0,26
276905,2.0,1.0,1.0,52.0,47.0,168000.0,0,26
276906,2.0,1.0,1.0,50.0,50.0,139000.0,0,26
276907,2.0,1.0,1.0,55.0,40.0,160000.0,0,26
276908,2.0,1.0,1.0,62.0,60.0,350000.0,0,26
276909,2.0,1.0,1.0,60.0,40.0,170000.0,0,26
276910,2.0,1.0,1.0,45.0,40.0,87750.0,0,26
276951,2.0,1.0,1.0,49.0,41.0,165000.0,0,6
276952,2.0,1.0,2.0,90.0,45.0,274000.0,0,6
276953,1.0,1.0,1.0,45.0,43.0,135000.0,0,6
276954,1.0,1.0,1.0,34.0,30.0,105000.0,0,6
276955,2.0,1.0,1.0,45.0,45.0,103000.0,0,6
276956,2.0,1.0,1.0,42.0,42.0,87000.0,0,6
276957,2.0,1.0,1.0,35.0,35.0,90000.0,0,6
276958,3.0,1.0,2.0,80.0,61.0,342000.0,0,6
276959,2.0,1.0,2.0,59.0,59.0,155000.0,0,6
276960,2.0,1.0,1.0,40.0,39.0,130000.0,0,6
276962,1.0,1.0,1.0,39.0,34.0,79500.0,0,6
277026,1.0,1.0,1.0,31.0,28.0,77500.0,0,32
277027,1.0,1.0,1.0,30.0,30.0,68000.0,0,35
277028,2.0,1.0,1.0,35.0,35.0,98000.0,0,35
277029,1.0,1.0,1.0,27.0,27.0,78000.0,0,35
277031,2.0,1.0,1.0,38.0,38.0,93000.0,0,35
277032,2.0,1.0,1.0,51.0,45.0,149000.0,0,37
277040,2.0,1.0,1.0,47.0,43.0,90000.0,0,3
277041,2.0,1.0,1.0,47.0,47.0,85000.0,0,3
277042,2.0,1.0,1.0,42.0,39.0,119000.0,0,3
277044,2.0,1.0,1.0,39.0,36.0,60000.0,0,3
277047,2.0,1.0,1.0,36.0,32.0,84900.0,0,9
277048,3.0,1.0,2.0,84.0,72.0,220000.0,0,9
277049,2.0,1.0,1.0,45.0,42.0,89000.0,0,9
277050,1.0,1.0,1.0,32.0,30.0,80000.0,0,9
277051,2.0,1.0,2.0,48.0,44.0,129000.0,0,9
277052,2.0,1.0,1.0,36.0,32.0,82000.0,0,9
277053,2.0,1.0,1.0,50.0,40.0,139500.0,0,9
277054,2.0,1.0,1.0,40.0,40.0,89000.0,0,9
277055,2.0,1.0,1.0,29.0,29.0,79000.0,0,9
277056,2.0,1.0,1.0,38.0,38.0,79000.0,0,9
277057,2.0,1.0,1.0,52.0,47.0,109000.0,0,9
277058,2.0,1.0,1.0,48.0,43.0,40480.0,0,9
277060,2.0,1.0,1.0,60.0,56.0,92600.0,0,22
277062,2.0,1.0,1.0,21.0,21.0,56500.0,0,40
277075,1.0,1.0,1.0,33.0,30.0,75000.0,0,14
277076,2.0,1.0,1.0,57.0,41.0,135000.0,0,14
277077,2.0,1.0,1.0,57.0,41.0,135000.0,0,14
277103,2.0,1.0,1.0,36.0,34.0,95000.0,0,5
277105,2.0,1.0,1.0,50.0,47.0,250000.0,0,19
277108,2.0,1.0,1.0,39.0,39.0,69500.0,0,39
277109,1.0,1.0,1.0,30.0,30.0,69000.0,0,39
277110,1.0,1.0,1.0,35.0,35.0,76000.0,0,39
277111,2.0,1.0,1.0,51.0,46.0,118000.0,0,44
277112,2.0,1.0,1.0,45.0,45.0,109000.0,0,44
277113,1.0,1.0,1.0,28.0,21.0,58000.0,0,44
277200,2.0,1.0,1.0,70.0,60.0,380000.0,0,34
277203,1.0,1.0,1.0,42.0,38.0,105000.0,0,38
277204,2.0,1.0,1.0,68.0,57.0,104500.0,0,38
277205,2.0,1.0,1.0,52.0,48.0,95000.0,0,38
277206,2.0,1.0,1.0,46.0,46.0,79500.0,0,38
277207,2.0,1.0,1.0,58.0,35.0,71500.0,0,38
277208,2.0,1.0,1.0,61.0,57.0,91000.0,0,38
277228,2.0,1.0,1.0,54.0,51.0,70000.0,0,31
277229,2.0,1.0,1.0,55.0,49.0,130000.0,0,56
277230,1.0,1.0,1.0,32.0,32.0,70000.0,0,56
277243,3.0,2.0,1.0,54.0,38.0,85000.0,3,17
277248,3.0,2.0,1.0,123.0,64.0,118000.0,3,33
277256,3.0,2.0,1.0,85.0,51.0,130000.0,3,9
277258,3.0,2.0,1.0,116.0,60.0,185000.0,3,21
277276,3.0,2.0,1.0,55.0,50.0,65000.0,3,29
277332,3.0,2.0,2.0,146.0,131.0,169500.0,1,32
277418,3.0,2.0,1.0,72.0,63.0,167000.0,0,8
277435,3.0,2.0,2.0,68.0,62.0,175000.0,0,0
277437,3.0,2.0,1.0,57.0,57.0,86900.0,0,17
277438,2.0,2.0,1.0,49.0,46.0,87000.0,0,17
277441,3.0,2.0,2.0,80.0,55.0,220000.0,0,24
277442,3.0,2.0,2.0,96.0,77.0,219545.0,0,24
277443,3.0,2.0,2.0,80.0,63.0,275000.0,0,24
277444,3.0,2.0,2.0,100.0,90.0,350000.0,0,24
277445,3.0,2.0,1.0,51.0,51.0,119000.0,0,24
277447,3.0,2.0,1.0,62.0,55.0,150000.0,0,24
277448,3.0,2.0,1.0,65.0,49.0,120000.0,0,2
277449,3.0,2.0,1.0,81.0,71.0,159000.0,0,2
277450,3.0,2.0,2.0,81.0,71.0,159000.0,0,2
277451,3.0,2.0,1.0,68.0,59.0,165000.0,0,2
277452,3.0,2.0,1.0,59.0,49.0,119000.0,0,2
277462,4.0,2.0,3.0,100.0,100.0,320000.0,0,26
277465,3.0,2.0,1.0,78.0,78.0,280000.0,0,26
277466,3.0,2.0,2.0,93.0,87.0,395000.0,0,26
277469,3.0,2.0,2.0,75.0,67.0,350000.0,0,26
277472,3.0,2.0,1.0,65.0,56.0,140000.0,0,26
277474,3.0,2.0,1.0,68.0,60.0,199000.0,0,26
277475,3.0,2.0,1.0,57.0,54.0,165000.0,0,26
277497,3.0,2.0,2.0,70.0,70.0,250000.0,0,6
277498,3.0,2.0,2.0,88.0,79.0,310000.0,0,6
277499,3.0,2.0,2.0,108.0,87.0,432000.0,0,6
277500,3.0,2.0,1.0,56.0,51.0,149000.0,0,6
277501,3.0,2.0,1.0,88.0,80.0,305000.0,0,6
277502,3.0,2.0,1.0,57.0,52.0,174000.0,0,6
277504,3.0,2.0,1.0,80.0,69.0,175000.0,0,6
277505,3.0,2.0,1.0,85.0,73.0,270000.0,0,6
277507,3.0,2.0,2.0,65.0,50.0,95000.0,0,15
277508,2.0,2.0,1.0,30.0,30.0,62000.0,0,15
277523,3.0,2.0,1.0,57.0,57.0,90000.0,0,18
277524,3.0,2.0,1.0,60.0,60.0,95000.0,0,18
277539,3.0,2.0,1.0,116.0,116.0,230000.0,0,35
277540,3.0,2.0,1.0,94.0,91.0,280000.0,0,35
277541,3.0,2.0,2.0,71.0,65.0,154000.0,0,35
277543,3.0,2.0,2.0,125.0,122.0,390000.0,0,35
277544,3.0,2.0,1.0,106.0,102.0,305000.0,0,35
277545,3.0,2.0,2.0,116.0,116.0,390000.0,0,35
277548,3.0,2.0,1.0,75.0,60.0,218000.0,0,37
277549,3.0,2.0,2.0,80.0,76.0,183000.0,0,37
277554,3.0,2.0,1.0,57.0,55.0,76500.0,0,3
277555,3.0,2.0,1.0,92.0,91.0,98500.0,0,3
277557,3.0,2.0,1.0,67.0,63.0,135000.0,0,9
277558,3.0,2.0,1.0,57.0,51.0,140000.0,0,9
277560,3.0,2.0,1.0,55.0,55.0,95000.0,0,9
277561,3.0,2.0,2.0,60.0,56.0,175000.0,0,9
277562,3.0,2.0,1.0,90.0,80.0,220000.0,0,9
277567,3.0,2.0,1.0,84.0,52.0,215000.0,0,14
277584,3.0,2.0,1.0,46.0,46.0,90000.0,0,5
277585,3.0,2.0,1.0,56.0,53.0,190000.0,0,5
277586,3.0,2.0,1.0,45.0,45.0,99000.0,0,5
277587,3.0,2.0,1.0,51.0,48.0,153500.0,0,5
277588,3.0,2.0,1.0,70.0,65.0,155000.0,0,5
277591,3.0,2.0,1.0,70.0,70.0,199000.0,0,44
277592,3.0,2.0,1.0,58.0,53.0,164000.0,0,44
277593,3.0,2.0,1.0,64.0,64.0,219000.0,0,44
277594,3.0,2.0,1.0,42.0,39.0,95000.0,0,44
277595,3.0,2.0,1.0,66.0,60.0,142000.0,0,45
277641,3.0,2.0,2.0,109.0,96.0,485000.0,0,34
277646,3.0,2.0,2.0,93.0,72.0,290000.0,0,55
277660,3.0,2.0,1.0,60.0,60.0,95000.0,0,42
277662,3.0,2.0,1.0,60.0,59.0,119000.0,0,56
277663,3.0,2.0,1.0,171.0,64.0,148000.0,0,56
277665,3.0,2.0,1.0,59.0,54.0,144800.0,0,28
277669,5.0,3.0,2.0,142.0,125.0,300000.0,3,8
277670,4.0,3.0,1.0,114.0,96.0,199900.0,3,8
277672,4.0,3.0,1.0,90.0,84.0,189000.0,3,26
277675,4.0,3.0,2.0,112.0,81.0,190000.0,3,9
277677,4.0,3.0,1.0,72.0,66.0,135000.0,3,22
277678,4.0,3.0,1.0,72.0,66.0,135000.0,3,40
277685,6.0,3.0,3.0,161.0,115.0,220000.0,3,44
277686,4.0,3.0,1.0,90.0,57.0,130000.0,3,44
277692,4.0,3.0,1.0,169.0,113.0,298000.0,3,50
277840,4.0,3.0,1.0,190.0,120.0,125000.0,1,33
277916,4.0,3.0,2.0,151.0,130.0,320000.0,1,45
277966,6.0,3.0,3.0,145.0,145.0,335000.0,1,50
277991,5.0,3.0,2.0,142.0,125.0,300000.0,0,8
278007,4.0,3.0,2.0,105.0,102.0,185000.0,0,2
278009,5.0,3.0,2.0,115.0,106.0,247500.0,0,2
278010,4.0,3.0,2.0,95.0,90.0,350000.0,0,2
278016,4.0,3.0,2.0,105.0,97.0,275000.0,0,26
278018,4.0,3.0,1.0,93.0,85.0,315000.0,0,26
278039,4.0,3.0,2.0,105.0,101.0,199000.0,0,4
278040,4.0,3.0,1.0,75.0,65.0,155000.0,0,4
278041,4.0,3.0,2.0,150.0,140.0,360000.0,0,6
278042,4.0,3.0,2.0,90.0,90.0,280000.0,0,6
278044,4.0,3.0,2.0,86.0,75.0,227000.0,0,6
278048,4.0,3.0,3.0,142.0,122.0,295000.0,0,18
278053,4.0,3.0,2.0,166.0,147.0,430000.0,0,35
278054,4.0,3.0,2.0,145.0,145.0,349000.0,0,35
278055,4.0,3.0,2.0,117.0,110.0,289000.0,0,35
278057,5.0,3.0,3.0,150.0,150.0,500000.0,0,35
278059,4.0,3.0,2.0,187.0,85.0,360000.0,0,37
278061,4.0,3.0,2.0,90.0,88.0,180000.0,0,9
278062,4.0,3.0,1.0,95.0,83.0,180000.0,0,9
278064,4.0,3.0,2.0,95.0,95.0,169000.0,0,9
278076,4.0,3.0,2.0,92.0,83.0,170000.0,0,44
278085,4.0,3.0,2.0,73.0,64.0,138000.0,0,49
278086,4.0,3.0,2.0,153.0,148.0,475000.0,0,55
278087,4.0,3.0,1.0,90.0,73.0,279000.0,0,55
278089,4.0,3.0,3.0,140.0,133.0,398000.0,0,55
278099,4.0,3.0,1.0,67.0,60.0,92500.0,0,31
278101,4.0,3.0,1.0,74.0,69.0,162000.0,0,50
278347,5.0,4.0,2.0,200.0,160.0,410000.0,1,24
278488,5.0,4.0,2.0,159.0,159.0,347000.0,0,26
278491,5.0,4.0,2.0,200.0,175.0,480000.0,0,26
278504,3.0,4.0,2.0,54.0,54.0,89000.0,0,3
278984,1.0,1.0,1.0,35.0,35.0,125000.0,0,26
278995,1.0,1.0,1.0,48.0,48.0,100800.0,0,35
278996,1.0,1.0,1.0,42.0,42.0,88200.0,0,35
279002,1.0,1.0,1.0,38.0,38.0,85000.0,0,40
279004,1.0,1.0,1.0,81.0,81.0,150000.0,0,40
279006,1.0,1.0,1.0,81.0,81.0,160000.0,0,40
279015,1.0,1.0,1.0,33.0,33.0,96500.0,0,41
279016,1.0,1.0,1.0,20.0,20.0,83000.0,0,5
279024,2.0,1.0,1.0,114.0,59.0,129000.0,3,2
279026,2.0,1.0,1.0,75.0,40.0,175000.0,3,37
279032,2.0,1.0,1.0,57.0,51.0,179000.0,3,55
279056,2.0,1.0,1.0,53.0,47.0,179900.0,0,26
279062,2.0,1.0,1.0,36.0,35.0,98000.0,0,6
279063,2.0,1.0,1.0,55.0,52.0,174000.0,0,6
279064,2.0,1.0,1.0,37.0,33.0,125000.0,0,6
279069,2.0,1.0,1.0,73.0,73.0,93171.0,0,35
279072,2.0,1.0,1.0,47.0,44.0,95000.0,0,3
279073,2.0,1.0,1.0,44.0,40.0,120000.0,0,3
279074,2.0,1.0,2.0,58.0,51.0,118755.0,0,9
279076,2.0,1.0,1.0,54.0,46.0,89775.0,0,9
279077,2.0,1.0,1.0,58.0,55.0,109909.0,0,9
279078,2.0,1.0,1.0,54.0,46.0,94500.0,0,9
279079,2.0,1.0,1.0,50.0,45.0,110000.0,0,9
279081,2.0,1.0,1.0,56.0,44.0,122000.0,0,40
279095,2.0,1.0,1.0,33.0,33.0,85000.0,0,44
279096,2.0,1.0,1.0,40.0,37.0,110000.0,0,44
279097,2.0,1.0,1.0,42.0,39.0,90000.0,0,44
279098,2.0,1.0,1.0,36.0,36.0,69800.0,0,45
279103,2.0,1.0,1.0,59.0,42.0,86000.0,0,38
279104,2.0,1.0,1.0,25.0,25.0,36900.0,0,38
279105,2.0,1.0,1.0,43.0,40.0,98000.0,0,38
279107,2.0,1.0,1.0,25.0,25.0,36900.0,0,38
279108,2.0,1.0,1.0,49.0,44.0,155000.0,0,55
279109,2.0,1.0,1.0,49.0,44.0,155000.0,0,55
279110,2.0,1.0,1.0,46.0,43.0,122000.0,0,55
279114,2.0,1.0,1.0,40.0,36.0,86000.0,0,46
279119,3.0,2.0,1.0,57.0,47.0,55000.0,3,20
279122,3.0,2.0,1.0,46.0,46.0,120000.0,3,40
279125,3.0,1.0,2.0,70.0,70.0,129900.0,3,48
279126,3.0,2.0,2.0,82.0,73.0,174900.0,3,45
279129,3.0,2.0,1.0,58.0,58.0,155000.0,3,55
279132,3.0,2.0,1.0,146.0,120.0,215000.0,3,50
279153,3.0,2.0,1.0,62.0,56.0,147000.0,0,17
279154,3.0,2.0,2.0,110.0,98.0,270000.0,0,17
279157,3.0,2.0,1.0,63.0,63.0,157000.0,0,24
279158,3.0,2.0,1.0,73.0,73.0,155000.0,0,36
279159,3.0,2.0,1.0,77.0,77.0,169900.0,0,2
279160,3.0,2.0,1.0,73.0,60.0,145000.0,0,2
279166,3.0,2.0,1.0,86.0,86.0,255000.0,0,6
279168,3.0,2.0,2.0,80.0,71.0,249000.0,0,6
279169,3.0,2.0,1.0,69.0,69.0,179000.0,0,6
279174,3.0,2.0,1.0,73.0,73.0,232928.0,0,35
279175,3.0,2.0,2.0,84.0,80.0,225000.0,0,35
279176,3.0,2.0,1.0,73.0,73.0,116464.0,0,35
279182,3.0,2.0,2.0,63.0,63.0,195000.0,0,44
279189,3.0,2.0,1.0,65.0,62.0,120000.0,0,29
279190,3.0,2.0,1.0,60.0,60.0,90000.0,0,56
279191,3.0,2.0,1.0,63.0,57.0,84900.0,0,56
279192,3.0,2.0,1.0,63.0,59.0,92500.0,0,50
279197,4.0,3.0,1.0,108.0,88.0,70000.0,3,33
279198,4.0,3.0,1.0,59.0,41.0,115000.0,3,32
279203,4.0,2.0,1.0,99.0,95.0,118000.0,3,42
279244,4.0,3.0,1.0,110.0,110.0,184900.0,0,17
279248,4.0,3.0,2.0,132.0,118.0,415000.0,0,26
279249,4.0,3.0,3.0,107.0,107.0,250000.0,0,26
279250,4.0,3.0,1.0,80.0,78.0,175000.0,0,26
279253,4.0,3.0,1.0,80.0,75.0,258000.0,0,6
279254,4.0,3.0,2.0,165.0,153.0,449000.0,0,6
279255,4.0,3.0,2.0,89.0,83.0,225000.0,0,6
279258,4.0,3.0,1.0,96.0,79.0,230000.0,0,9
279260,4.0,3.0,2.0,90.0,85.0,178900.0,0,43
279263,4.0,3.0,2.0,87.0,80.0,245000.0,0,5
279265,4.0,3.0,2.0,77.0,77.0,145000.0,0,44
279273,5.0,3.0,2.0,162.0,110.0,190000.0,3,56
279291,5.0,4.0,3.0,176.0,164.0,450000.0,0,4
279790,2.0,1.0,1.0,47.0,47.0,99000.0,3,13
279792,2.0,1.0,1.0,55.0,43.0,138000.0,3,37
279810,2.0,1.0,1.0,59.0,52.0,148125.0,0,24
279814,2.0,1.0,1.0,54.0,54.0,120000.0,0,26
279815,2.0,1.0,1.0,56.0,52.0,175000.0,0,26
279816,2.0,1.0,1.0,54.0,54.0,150000.0,0,26
279817,2.0,1.0,1.0,43.0,43.0,150000.0,0,26
279818,2.0,1.0,1.0,55.0,55.0,135000.0,0,26
279819,2.0,1.0,1.0,61.0,51.0,250000.0,0,26
279821,2.0,1.0,1.0,55.0,55.0,235000.0,0,26
279822,2.0,1.0,1.0,55.0,55.0,135000.0,0,26
279824,2.0,1.0,1.0,49.0,42.0,150000.0,0,26
279833,2.0,1.0,1.0,42.0,39.0,135000.0,0,6
279834,2.0,1.0,1.0,54.0,50.0,149000.0,0,6
279844,2.0,1.0,1.0,55.0,50.0,125000.0,0,37
279847,2.0,1.0,1.0,57.0,48.0,156610.0,0,9
279848,2.0,1.0,1.0,63.0,48.0,160049.0,0,9
279850,2.0,1.0,1.0,50.0,38.0,68000.0,0,22
279870,2.0,1.0,1.0,80.0,76.0,450000.0,0,34
279871,2.0,1.0,1.0,64.0,64.0,150000.0,0,55
279872,2.0,1.0,1.0,47.0,45.0,95000.0,0,55
279882,2.0,1.0,1.0,50.0,46.0,107000.0,0,50
279935,3.0,2.0,2.0,89.0,80.0,237175.0,0,17
279936,3.0,2.0,2.0,97.0,87.0,242500.0,0,17
279940,3.0,2.0,1.0,74.0,69.0,148000.0,0,2
279945,3.0,2.0,1.0,72.0,68.0,235000.0,0,26
279946,3.0,2.0,1.0,75.0,65.0,145000.0,0,26
279947,3.0,3.0,2.0,122.0,122.0,395000.0,0,26
279948,3.0,2.0,2.0,88.0,88.0,320000.0,0,26
279959,3.0,2.0,1.0,64.0,59.0,190000.0,0,6
279961,3.0,2.0,1.0,97.0,97.0,210000.0,0,6
279962,3.0,2.0,1.0,105.0,98.0,200000.0,0,6
279964,3.0,2.0,1.0,73.0,66.0,220000.0,0,6
279967,3.0,2.0,2.0,110.0,110.0,380000.0,0,35
279968,3.0,2.0,1.0,68.0,68.0,210000.0,0,35
279969,3.0,2.0,2.0,88.0,64.0,209036.0,0,9
279970,3.0,2.0,2.0,95.0,73.0,223290.0,0,9
279971,3.0,2.0,2.0,73.0,64.0,202377.0,0,9
279972,3.0,2.0,2.0,93.0,83.0,152000.0,0,9
279973,3.0,2.0,2.0,77.0,64.0,197105.0,0,9
279985,3.0,2.0,1.0,68.0,68.0,210000.0,0,5
279986,3.0,2.0,1.0,118.0,106.0,285000.0,0,5
279987,3.0,3.0,2.0,180.0,165.0,367000.0,0,5
279990,3.0,2.0,1.0,56.0,50.0,80000.0,0,47
279992,3.0,2.0,1.0,55.0,50.0,29900.0,0,54
279999,4.0,3.0,2.0,144.0,100.0,255000.0,3,24
280083,4.0,3.0,3.0,104.0,98.0,290000.0,0,26
280084,4.0,2.0,2.0,116.0,108.0,360000.0,0,26
280088,4.0,3.0,2.0,97.0,86.0,290000.0,0,6
280093,4.0,3.0,1.0,120.0,100.0,340000.0,0,35
280094,4.0,2.0,3.0,67.0,62.0,142500.0,0,3
280095,4.0,3.0,1.0,92.0,90.0,142000.0,0,3
280096,4.0,3.0,2.0,87.0,85.0,255000.0,0,9
280098,4.0,3.0,3.0,145.0,134.0,520000.0,0,14
280100,4.0,3.0,1.0,87.0,87.0,114000.0,0,41
280101,4.0,3.0,2.0,95.0,95.0,195000.0,0,44
280102,4.0,3.0,3.0,102.0,92.0,319000.0,0,44
280104,4.0,3.0,2.0,106.0,86.0,394000.0,0,55
280107,5.0,3.0,2.0,117.0,105.0,199000.0,3,37
281459,2.0,1.0,1.0,58.0,58.0,160000.0,0,8
281460,2.0,1.0,1.0,107.0,107.0,196000.0,0,8
281461,2.0,1.0,1.0,62.0,62.0,140000.0,0,8
281462,2.0,1.0,1.0,61.0,61.0,196000.0,0,8
281463,2.0,1.0,1.0,99.0,99.0,196000.0,0,8
281464,2.0,1.0,1.0,126.0,126.0,168000.0,0,8
281465,2.0,1.0,1.0,54.0,54.0,143450.0,0,8
281479,2.0,1.0,1.0,55.0,55.0,121000.0,0,17
281480,2.0,1.0,1.0,53.0,53.0,145000.0,0,17
281481,2.0,1.0,1.0,57.0,57.0,144000.0,0,17
281482,2.0,1.0,1.0,53.0,53.0,134000.0,0,17
281484,2.0,1.0,1.0,58.0,58.0,138000.0,0,17
281485,2.0,1.0,1.0,57.0,57.0,127000.0,0,17
281486,2.0,1.0,1.0,41.0,38.0,79950.0,0,17
281487,2.0,1.0,1.0,55.0,43.0,76000.0,0,17
281493,2.0,1.0,1.0,40.0,40.0,72000.0,0,2
281494,2.0,1.0,1.0,59.0,55.0,140000.0,0,2
281495,2.0,1.0,1.0,55.0,55.0,124245.0,0,2
281496,2.0,1.0,2.0,55.0,50.0,119000.0,0,2
281498,1.0,1.0,1.0,29.0,27.0,67000.0,0,2
281504,2.0,1.0,1.0,45.0,45.0,73000.0,0,20
281505,2.0,1.0,1.0,44.0,40.0,104900.0,0,20
281506,2.0,1.0,1.0,52.0,47.0,99000.0,0,26
